loan_id,assessment_date,stage_2_probability,predicted_stage
LN-00019567,2022-Q2,0.21125665,0
LN-00019568,2022-Q2,0.945672,1
LN-00019569,2021-Q3,0.20257421,0
LN-00019570,2023-Q3,0.4318028,0
LN-00019571,2024-Q2,0.033399023,0
LN-00019572,2023-Q2,0.043912474,0
LN-00019573,2023-Q3,0.021840792,0
LN-00019574,2024-Q4,0.03917745,0
LN-00019575,2023-Q3,0.70626324,1
LN-00019576,2023-Q2,0.02868703,0
LN-00019577,2023-Q1,0.688982,1
LN-00019578,2022-Q2,0.16039805,0
LN-00019579,2021-Q3,0.09725239,0
LN-00019580,2022-Q2,0.04904126,0
LN-00019581,2023-Q1,0.037886534,0
LN-00019582,2021-Q3,0.6478688,1
LN-00019583,2024-Q1,0.7788826,1
LN-00019584,2022-Q3,0.16810082,0
LN-00019585,2024-Q3,0.90338486,1
LN-00019586,2022-Q2,0.7524276,1
LN-00019587,2023-Q1,0.6449025,1
LN-00019588,2021-Q1,0.07371494,0
LN-00019589,2021-Q1,0.40717316,0
LN-00019590,2023-Q1,0.5078437,1
LN-00019591,2022-Q1,0.1958117,0
LN-00019592,2023-Q1,0.035127725,0
LN-00019593,2023-Q4,0.9952957,1
LN-00019594,2024-Q4,0.10424101,0
LN-00019595,2023-Q2,0.2546529,0
LN-00019596,2021-Q3,0.26418176,0
LN-00019597,2023-Q4,0.21524183,0
LN-00019598,2021-Q2,0.049086124,0
LN-00019599,2022-Q4,0.47648284,0
LN-00019600,2022-Q1,0.8049159,1
LN-00019601,2021-Q3,0.21001065,0
LN-00019602,2024-Q2,0.09235328,0
LN-00019603,2024-Q1,0.14063542,0
LN-00019604,2024-Q3,0.03771224,0
LN-00019605,2023-Q2,0.030949164,0
LN-00019606,2024-Q1,0.13520822,0
LN-00019607,2022-Q4,0.34746814,0
LN-00019608,2024-Q3,0.5346346,1
LN-00019609,2023-Q2,0.73073804,1
LN-00019610,2022-Q3,0.030842742,0
LN-00019611,2023-Q3,0.42025596,0
LN-00019612,2022-Q3,0.33939216,0
LN-00019613,2022-Q2,0.37430876,0
LN-00019614,2022-Q3,0.056782875,0
LN-00019615,2023-Q1,0.13047613,0
LN-00019616,2021-Q2,0.5161736,1
LN-00019617,2024-Q3,0.09030148,0
LN-00019618,2024-Q3,0.058614206,0
LN-00019619,2023-Q4,0.2397826,0
LN-00019620,2022-Q1,0.04100484,0
LN-00019621,2023-Q3,0.11086436,0
LN-00019622,2022-Q2,0.14419158,0
LN-00019623,2022-Q3,0.01587853,0
LN-00019624,2024-Q4,0.060303774,0
LN-00019625,2022-Q3,0.36156112,0
LN-00019626,2024-Q3,0.6980966,1
LN-00019627,2022-Q4,0.6087171,1
LN-00019628,2022-Q4,0.06147417,0
LN-00019629,2022-Q3,0.43909767,0
LN-00019630,2023-Q3,0.16438559,0
LN-00019631,2022-Q4,0.9735551,1
LN-00019632,2023-Q4,0.023487788,0
LN-00019633,2024-Q2,0.05617833,0
LN-00019634,2023-Q3,0.04642134,0
LN-00019635,2021-Q1,0.7491761,1
LN-00019636,2023-Q4,0.123976424,0
LN-00019637,2024-Q2,0.055755947,0
LN-00019638,2022-Q2,0.12679406,0
LN-00019639,2022-Q4,0.5401132,1
LN-00019640,2021-Q4,0.2201332,0
LN-00019641,2022-Q4,0.07648952,0
LN-00019642,2024-Q1,0.5181688,1
LN-00019643,2024-Q4,0.05168682,0
LN-00019644,2022-Q2,0.9817316,1
LN-00019645,2021-Q3,0.043092795,0
LN-00019646,2023-Q2,0.25311407,0
LN-00019647,2021-Q4,0.4310165,0
LN-00019648,2024-Q1,0.024669416,0
LN-00019649,2023-Q4,0.9522673,1
LN-00019650,2023-Q3,0.94645023,1
LN-00019651,2021-Q1,0.8781021,1
LN-00019652,2022-Q3,0.27103895,0
LN-00019653,2021-Q4,0.2554786,0
LN-00019654,2024-Q2,0.12504144,0
LN-00019655,2024-Q1,0.9922774,1
LN-00019656,2022-Q4,0.5675212,1
LN-00019657,2023-Q3,0.5467251,1
LN-00019658,2023-Q1,0.014770204,0
LN-00019659,2022-Q4,0.19432683,0
LN-00019660,2021-Q1,0.8448946,1
LN-00019661,2023-Q1,0.5495253,1
LN-00019662,2024-Q2,0.5190541,1
LN-00019663,2024-Q3,0.08686195,0
LN-00019664,2022-Q4,0.71050316,1
LN-00019665,2022-Q3,0.03754389,0
LN-00019666,2022-Q4,0.08982912,0
LN-00019667,2023-Q3,0.23890306,0
LN-00019668,2024-Q1,0.98277456,1
LN-00019669,2021-Q3,0.9031322,1
LN-00019670,2022-Q1,0.6453677,1
LN-00019671,2023-Q2,0.07889857,0
LN-00019672,2021-Q4,0.98954403,1
LN-00019673,2022-Q2,0.02094874,0
LN-00019674,2023-Q3,0.3885279,0
LN-00019675,2022-Q2,0.23167688,0
LN-00019676,2023-Q1,0.064483,0
LN-00019677,2021-Q3,0.7912268,1
LN-00019678,2023-Q2,0.2008083,0
LN-00019679,2024-Q1,0.09652111,0
LN-00019680,2024-Q3,0.08339575,0
LN-00019681,2023-Q2,0.06063264,0
LN-00019682,2023-Q1,0.98210484,1
LN-00019683,2021-Q4,0.5048963,1
LN-00019684,2024-Q2,0.9765667,1
LN-00019685,2023-Q3,0.107617706,0
LN-00019686,2023-Q4,0.05686949,0
LN-00019687,2023-Q1,0.310249,0
LN-00019688,2023-Q1,0.63593745,1
LN-00019689,2022-Q1,0.73417974,1
LN-00019690,2021-Q2,0.3625095,0
LN-00019691,2024-Q2,0.579651,1
LN-00019692,2021-Q4,0.4331124,0
LN-00019693,2024-Q3,0.47070396,0
LN-00019694,2024-Q2,0.93887144,1
LN-00019695,2024-Q3,0.9210392,1
LN-00019696,2021-Q4,0.037008956,0
LN-00019697,2024-Q4,0.36164358,0
LN-00019698,2022-Q3,0.5014486,1
LN-00019699,2024-Q4,0.12415686,0
LN-00019700,2021-Q2,0.366285,0
LN-00019701,2023-Q1,0.29329222,0
LN-00019702,2024-Q4,0.561785,1
LN-00019703,2023-Q4,0.9637117,1
LN-00019704,2024-Q1,0.98788303,1
LN-00019705,2022-Q4,0.18178387,0
LN-00019706,2024-Q1,0.9282055,1
LN-00019707,2022-Q1,0.082000196,0
LN-00019708,2024-Q1,0.2129323,0
LN-00019709,2023-Q3,0.46665946,0
LN-00019710,2022-Q4,0.09514825,0
LN-00019711,2021-Q3,0.76265997,1
LN-00019712,2024-Q3,0.4244886,0
LN-00019713,2024-Q2,0.08283034,0
LN-00019714,2024-Q1,0.87488216,1
LN-00019715,2024-Q2,0.12525053,0
LN-00019716,2021-Q3,0.03381053,0
LN-00019717,2024-Q2,0.041490898,0
LN-00019718,2023-Q4,0.712925,1
LN-00019719,2024-Q1,0.047486927,0
LN-00019720,2022-Q4,0.99305326,1
LN-00019721,2024-Q1,0.42241997,0
LN-00019722,2022-Q2,0.34078488,0
LN-00019723,2023-Q3,0.119002685,0
LN-00019724,2021-Q1,0.6043342,1
LN-00019725,2023-Q1,0.36960474,0
LN-00019726,2021-Q3,0.92302895,1
LN-00019727,2021-Q1,0.9985097,1
LN-00019728,2024-Q2,0.32460973,0
LN-00019729,2022-Q1,0.97703755,1
LN-00019730,2022-Q2,0.6162758,1
LN-00019731,2024-Q4,0.048875954,0
LN-00019732,2024-Q3,0.13297407,0
LN-00019733,2024-Q2,0.9454821,1
LN-00019734,2023-Q4,0.47515625,0
LN-00019735,2022-Q2,0.025298862,0
LN-00019736,2023-Q1,0.028466858,0
LN-00019737,2024-Q2,0.07752069,0
LN-00019738,2023-Q2,0.96572465,1
LN-00019739,2021-Q2,0.9559517,1
LN-00019740,2024-Q4,0.08330501,0
LN-00019741,2023-Q3,0.06995416,0
LN-00019742,2024-Q3,0.071257494,0
LN-00019743,2021-Q1,0.091995396,0
LN-00019744,2021-Q2,0.047877267,0
LN-00019745,2021-Q1,0.29302946,0
LN-00019746,2022-Q2,0.22170939,0
LN-00019747,2023-Q1,0.8980848,1
LN-00019748,2024-Q2,0.09330669,0
LN-00019749,2024-Q2,0.046630207,0
LN-00019750,2023-Q1,0.6671823,1
LN-00019751,2024-Q3,0.34980652,0
LN-00019752,2022-Q4,0.19503039,0
LN-00019753,2024-Q3,0.03737306,0
LN-00019754,2022-Q4,0.066880666,0
LN-00019755,2021-Q3,0.32023165,0
LN-00019756,2023-Q3,0.92843616,1
LN-00019757,2024-Q4,0.24949534,0
LN-00019758,2022-Q2,0.5262162,1
LN-00019759,2022-Q3,0.114340685,0
LN-00019760,2023-Q2,0.065275796,0
LN-00019761,2024-Q3,0.96759593,1
LN-00019762,2024-Q1,0.27083638,0
LN-00019763,2024-Q2,0.025325261,0
LN-00019764,2023-Q4,0.7501908,1
LN-00019765,2022-Q1,0.34754103,0
LN-00019766,2024-Q1,0.071995005,0
LN-00019767,2024-Q1,0.05577794,0
LN-00019768,2023-Q1,0.991723,1
LN-00019769,2021-Q3,0.6984102,1
LN-00019770,2022-Q2,0.19806513,0
LN-00019771,2022-Q1,0.048826013,0
LN-00019772,2023-Q3,0.9532809,1
LN-00019773,2023-Q3,0.058678593,0
LN-00019774,2024-Q4,0.1979918,0
LN-00019775,2024-Q3,0.11735629,0
LN-00019776,2023-Q4,0.26033837,0
LN-00019777,2021-Q2,0.21253856,0
LN-00019778,2023-Q2,0.917648,1
LN-00019779,2021-Q3,0.066529244,0
LN-00019780,2021-Q4,0.058588687,0
LN-00019781,2021-Q1,0.069974616,0
LN-00019782,2021-Q4,0.23897852,0
LN-00019783,2021-Q2,0.051412024,0
LN-00019784,2024-Q1,0.077076405,0
LN-00019785,2023-Q1,0.12921998,0
LN-00019786,2023-Q1,0.19738778,0
LN-00019787,2023-Q2,0.07212226,0
LN-00019788,2024-Q2,0.02385825,0
LN-00019789,2023-Q4,0.08492485,0
LN-00019790,2021-Q4,0.3249121,0
LN-00019791,2024-Q2,0.089641325,0
LN-00019792,2023-Q3,0.13017002,0
LN-00019793,2024-Q2,0.04129856,0
LN-00019794,2024-Q1,0.28023365,0
LN-00019795,2022-Q4,0.8976783,1
LN-00019796,2023-Q3,0.16084918,0
LN-00019797,2024-Q4,0.27632433,0
LN-00019798,2021-Q4,0.72854227,1
LN-00019799,2021-Q1,0.055333827,0
LN-00019800,2023-Q2,0.38517424,0
LN-00019801,2024-Q4,0.70301664,1
LN-00019802,2022-Q2,0.29326007,0
LN-00019803,2022-Q1,0.111529484,0
LN-00019804,2024-Q4,0.46129963,0
LN-00019805,2024-Q2,0.7487184,1
LN-00019806,2024-Q1,0.042459995,0
LN-00019807,2022-Q4,0.8947982,1
LN-00019808,2023-Q3,0.09761589,0
LN-00019809,2024-Q1,0.96217155,1
LN-00019810,2022-Q4,0.66958994,1
LN-00019811,2022-Q4,0.8649,1
LN-00019812,2021-Q2,0.19566993,0
LN-00019813,2023-Q4,0.7718932,1
LN-00019814,2024-Q2,0.86989534,1
LN-00019815,2024-Q4,0.26691875,0
LN-00019816,2023-Q3,0.11369899,0
LN-00019817,2024-Q4,0.08408138,0
LN-00019818,2022-Q4,0.82279235,1
LN-00019819,2024-Q3,0.03680543,0
LN-00019820,2024-Q4,0.05510612,0
LN-00019821,2023-Q4,0.80020976,1
LN-00019822,2024-Q3,0.48671156,0
LN-00019823,2022-Q3,0.12023585,0
LN-00019824,2022-Q4,0.53840065,1
LN-00019825,2024-Q2,0.30966154,0
LN-00019826,2022-Q3,0.33251095,0
LN-00019827,2022-Q4,0.030033117,0
LN-00019828,2023-Q3,0.6787311,1
LN-00019829,2024-Q1,0.16922514,0
LN-00019830,2022-Q4,0.025388442,0
LN-00019831,2023-Q1,0.059715554,0
LN-00019832,2022-Q1,0.73284894,1
LN-00019833,2022-Q4,0.9641066,1
LN-00019834,2024-Q2,0.049540963,0
LN-00019835,2021-Q1,0.9805218,1
LN-00019836,2023-Q2,0.04799425,0
LN-00019837,2021-Q3,0.531644,1
LN-00019838,2023-Q1,0.0909944,0
LN-00019839,2023-Q3,0.06683683,0
LN-00019840,2024-Q4,0.074320726,0
LN-00019841,2021-Q2,0.8149733,1
LN-00019842,2024-Q1,0.12674046,0
LN-00019843,2022-Q2,0.6908202,1
LN-00019844,2024-Q1,0.16811882,0
LN-00019845,2022-Q3,0.68801284,1
LN-00019846,2023-Q1,0.12607977,0
LN-00019847,2023-Q1,0.2207681,0
LN-00019848,2023-Q4,0.29744038,0
LN-00019849,2022-Q1,0.19156739,0
LN-00019850,2024-Q1,0.30364934,0
LN-00019851,2022-Q2,0.4703845,0
LN-00019852,2024-Q1,0.52014554,1
LN-00019853,2021-Q4,0.039637696,0
LN-00019854,2024-Q2,0.9904615,1
LN-00019855,2023-Q2,0.85840946,1
LN-00019856,2023-Q4,0.7065623,1
LN-00019857,2022-Q3,0.12648536,0
LN-00019858,2023-Q3,0.04569752,0
LN-00019859,2022-Q4,0.06455582,0
LN-00019860,2022-Q4,0.16690995,0
LN-00019861,2024-Q2,0.08571641,0
LN-00019862,2023-Q2,0.8988473,1
LN-00019863,2023-Q3,0.09392905,0
LN-00019864,2022-Q3,0.2246611,0
LN-00019865,2023-Q3,0.74587387,1
LN-00019866,2021-Q3,0.30045745,0
LN-00019867,2023-Q2,0.89481485,1
LN-00019868,2023-Q3,0.74266005,1
LN-00019869,2022-Q1,0.16239367,0
LN-00019870,2022-Q4,0.10711719,0
LN-00019871,2024-Q2,0.06642725,0
LN-00019872,2021-Q3,0.07920081,0
LN-00019873,2022-Q2,0.05475319,0
LN-00019874,2024-Q1,0.14502808,0
LN-00019875,2022-Q3,0.6109852,1
LN-00019876,2024-Q4,0.070120096,0
LN-00019877,2022-Q3,0.024192031,0
LN-00019878,2023-Q1,0.25884095,0
LN-00019879,2022-Q2,0.81740624,1
LN-00019880,2022-Q1,0.86594677,1
LN-00019881,2024-Q2,0.8859676,1
LN-00019882,2022-Q4,0.06771391,0
LN-00019883,2024-Q3,0.3395636,0
LN-00019884,2023-Q3,0.9321363,1
LN-00019885,2023-Q2,0.9015017,1
LN-00019886,2022-Q4,0.46393415,0
LN-00019887,2022-Q2,0.18268181,0
LN-00019888,2022-Q2,0.018631691,0
LN-00019889,2021-Q1,0.20189776,0
LN-00019890,2023-Q4,0.42640272,0
LN-00019891,2022-Q1,0.052102327,0
LN-00019892,2022-Q1,0.069306605,0
LN-00019893,2021-Q1,0.9782809,1
LN-00019894,2021-Q1,0.22378057,0
LN-00019895,2023-Q2,0.10552275,0
LN-00019896,2022-Q3,0.047174543,0
LN-00019897,2024-Q2,0.13772453,0
LN-00019898,2021-Q4,0.16675979,0
LN-00019899,2021-Q4,0.23538357,0
LN-00019900,2021-Q4,0.0776662,0
LN-00019901,2024-Q4,0.033507813,0
LN-00019902,2021-Q4,0.9845153,1
LN-00019903,2023-Q4,0.34038347,0
LN-00019904,2024-Q3,0.8243615,1
LN-00019905,2021-Q2,0.9711549,1
LN-00019906,2024-Q4,0.30256623,0
LN-00019907,2024-Q4,0.62326443,1
LN-00019908,2023-Q2,0.048511606,0
LN-00019909,2022-Q4,0.14897807,0
LN-00019910,2021-Q4,0.07372438,0
LN-00019911,2022-Q3,0.13506207,0
LN-00019912,2024-Q4,0.048588324,0
LN-00019913,2022-Q2,0.08327219,0
LN-00019914,2024-Q2,0.10581896,0
LN-00019915,2024-Q4,0.82870716,1
LN-00019916,2022-Q1,0.18493572,0
LN-00019917,2023-Q2,0.5144816,1
LN-00019918,2024-Q1,0.9679331,1
LN-00019919,2023-Q3,0.6957294,1
LN-00019920,2023-Q1,0.89863956,1
LN-00019921,2022-Q2,0.038059097,0
LN-00019922,2022-Q4,0.19393215,0
LN-00019923,2022-Q2,0.09158091,0
LN-00019924,2022-Q2,0.23240694,0
LN-00019925,2023-Q1,0.14874218,0
LN-00019926,2021-Q3,0.18057324,0
LN-00019927,2022-Q2,0.5135885,1
LN-00019928,2024-Q3,0.21130379,0
LN-00019929,2022-Q1,0.16704032,0
LN-00019930,2021-Q3,0.45671278,0
LN-00019931,2022-Q3,0.1144163,0
LN-00019932,2023-Q3,0.09543487,0
LN-00019933,2021-Q2,0.13016804,0
LN-00019934,2023-Q1,0.07289663,0
LN-00019935,2023-Q4,0.62271094,1
LN-00019936,2023-Q2,0.08758426,0
LN-00019937,2023-Q3,0.986286,1
LN-00019938,2023-Q3,0.16292048,0
LN-00019939,2022-Q1,0.9528771,1
LN-00019940,2021-Q3,0.1720842,0
LN-00019941,2023-Q2,0.65249825,1
LN-00019942,2023-Q1,0.9877676,1
LN-00019943,2022-Q4,0.5968384,1
LN-00019944,2021-Q4,0.1863511,0
LN-00019945,2021-Q4,0.13453466,0
LN-00019946,2021-Q1,0.31079772,0
LN-00019947,2023-Q3,0.94899875,1
LN-00019948,2022-Q4,0.9396166,1
LN-00019949,2023-Q3,0.016083432,0
LN-00019950,2024-Q4,0.11982887,0
LN-00019951,2021-Q4,0.31973475,0
LN-00019952,2023-Q3,0.36782783,0
LN-00019953,2022-Q1,0.19523488,0
LN-00019954,2021-Q3,0.08543956,0
LN-00019955,2021-Q1,0.106930695,0
LN-00019956,2024-Q1,0.9660801,1
LN-00019957,2021-Q2,0.036025632,0
LN-00019958,2022-Q1,0.45495352,0
LN-00019959,2021-Q3,0.087634645,0
LN-00019960,2021-Q3,0.4683107,0
LN-00019961,2023-Q3,0.18376423,0
LN-00019962,2023-Q3,0.6965447,1
LN-00019963,2023-Q4,0.7804887,1
LN-00019964,2021-Q1,0.4488015,0
LN-00019965,2024-Q4,0.06228152,0
LN-00019966,2024-Q1,0.6721554,1
LN-00019967,2022-Q4,0.14752102,0
LN-00019968,2023-Q2,0.030625813,0
LN-00019969,2023-Q1,0.039134886,0
LN-00019970,2024-Q1,0.6184037,1
LN-00019971,2021-Q2,0.59424466,1
LN-00019972,2023-Q1,0.03605913,0
LN-00019973,2023-Q1,0.91554123,1
LN-00019974,2022-Q1,0.055762857,0
LN-00019975,2022-Q2,0.25220153,0
LN-00019976,2021-Q3,0.2535086,0
LN-00019977,2022-Q4,0.24131346,0
LN-00019978,2024-Q2,0.05722129,0
LN-00019979,2023-Q2,0.5315196,1
LN-00019980,2021-Q3,0.0736161,0
LN-00019981,2023-Q4,0.46658581,0
LN-00019982,2023-Q1,0.58614993,1
LN-00019983,2022-Q4,0.5415806,1
LN-00019984,2021-Q1,0.11261856,0
LN-00019985,2022-Q4,0.3822025,0
LN-00019986,2023-Q1,0.043864843,0
LN-00019987,2024-Q2,0.47710472,0
LN-00019988,2023-Q3,0.43541586,0
LN-00019989,2023-Q4,0.9857414,1
LN-00019990,2023-Q1,0.13975899,0
LN-00019991,2023-Q3,0.10665992,0
LN-00019992,2022-Q2,0.15497003,0
LN-00019993,2022-Q1,0.12846528,0
LN-00019994,2024-Q3,0.11139769,0
LN-00019995,2022-Q3,0.063790105,0
LN-00019996,2022-Q3,0.029070618,0
LN-00019997,2022-Q4,0.5030657,1
LN-00019998,2023-Q4,0.081955135,0
LN-00019999,2023-Q1,0.5568167,1
LN-00020000,2023-Q4,0.36698586,0
LN-00020001,2022-Q4,0.8822388,1
LN-00020002,2023-Q1,0.44097397,0
LN-00020003,2021-Q1,0.070909604,0
LN-00020004,2021-Q3,0.10568467,0
LN-00020005,2022-Q4,0.26019636,0
LN-00020006,2021-Q3,0.027223965,0
LN-00020007,2021-Q2,0.21503773,0
LN-00020008,2024-Q4,0.64301336,1
LN-00020009,2023-Q1,0.019378362,0
LN-00020010,2022-Q4,0.2414531,0
LN-00020011,2022-Q3,0.49880505,0
LN-00020012,2023-Q2,0.030919194,0
LN-00020013,2022-Q2,0.32369334,0
LN-00020014,2023-Q3,0.29817605,0
LN-00020015,2023-Q4,0.8876138,1
LN-00020016,2022-Q3,0.88464564,1
LN-00020017,2024-Q4,0.48266035,0
LN-00020018,2021-Q1,0.8345505,1
LN-00020019,2022-Q2,0.48435146,0
LN-00020020,2021-Q1,0.94798017,1
LN-00020021,2023-Q2,0.034774046,0
LN-00020022,2024-Q1,0.18672504,0
LN-00020023,2022-Q4,0.029417118,0
LN-00020024,2022-Q2,0.11327306,0
LN-00020025,2022-Q3,0.16052441,0
LN-00020026,2022-Q2,0.1756204,0
LN-00020027,2024-Q2,0.28679797,0
LN-00020028,2024-Q2,0.52201664,1
LN-00020029,2023-Q2,0.16797882,0
LN-00020030,2022-Q2,0.33441186,0
LN-00020031,2023-Q2,0.41100797,0
LN-00020032,2022-Q3,0.29300606,0
LN-00020033,2021-Q1,0.5936583,1
LN-00020034,2022-Q4,0.06651774,0
LN-00020035,2022-Q2,0.15738897,0
LN-00020036,2022-Q4,0.86754507,1
LN-00020037,2022-Q3,0.05219873,0
LN-00020038,2022-Q3,0.28796658,0
LN-00020039,2021-Q3,0.23889957,0
LN-00020040,2022-Q2,0.7285545,1
LN-00020041,2024-Q1,0.6613211,1
LN-00020042,2022-Q1,0.2048047,0
LN-00020043,2022-Q4,0.25174257,0
LN-00020044,2021-Q4,0.22214398,0
LN-00020045,2022-Q3,0.2863062,0
LN-00020046,2023-Q1,0.7002943,1
LN-00020047,2021-Q4,0.046624962,0
LN-00020048,2022-Q1,0.14755586,0
LN-00020049,2023-Q2,0.27041286,0
LN-00020050,2022-Q3,0.21343908,0
LN-00020051,2023-Q4,0.2726148,0
LN-00020052,2022-Q4,0.25327834,0
LN-00020053,2021-Q3,0.08236385,0
LN-00020054,2023-Q2,0.19614038,0
LN-00020055,2024-Q4,0.0138826175,0
LN-00020056,2021-Q4,0.92771316,1
LN-00020057,2022-Q3,0.042965353,0
LN-00020058,2022-Q3,0.02548297,0
LN-00020059,2024-Q1,0.32857397,0
LN-00020060,2023-Q4,0.1197289,0
LN-00020061,2022-Q1,0.5712978,1
LN-00020062,2023-Q2,0.9328475,1
LN-00020063,2021-Q3,0.88671494,1
LN-00020064,2021-Q3,0.27722052,0
LN-00020065,2022-Q2,0.5955742,1
LN-00020066,2021-Q3,0.17011923,0
LN-00020067,2024-Q4,0.18209733,0
LN-00020068,2024-Q3,0.9299725,1
LN-00020069,2022-Q1,0.29072335,0
LN-00020070,2024-Q4,0.047195874,0
LN-00020071,2021-Q1,0.3618335,0
LN-00020072,2024-Q4,0.2504447,0
LN-00020073,2024-Q1,0.1585156,0
LN-00020074,2023-Q2,0.04420603,0
LN-00020075,2024-Q1,0.6243433,1
LN-00020076,2022-Q1,0.20900488,0
LN-00020077,2021-Q1,0.04709785,0
LN-00020078,2022-Q4,0.78894764,1
LN-00020079,2021-Q2,0.06079103,0
LN-00020080,2022-Q1,0.07085832,0
LN-00020081,2023-Q4,0.9776208,1
LN-00020082,2024-Q4,0.19097936,0
LN-00020083,2021-Q1,0.8147741,1
LN-00020084,2022-Q4,0.05185893,0
LN-00020085,2021-Q3,0.17593299,0
LN-00020086,2023-Q2,0.9750615,1
LN-00020087,2022-Q1,0.41030264,0
LN-00020088,2024-Q1,0.123770356,0
LN-00020089,2023-Q4,0.0445786,0
LN-00020090,2023-Q3,0.42861748,0
LN-00020091,2023-Q4,0.5088546,1
LN-00020092,2024-Q2,0.061950464,0
LN-00020093,2021-Q4,0.2460366,0
LN-00020094,2022-Q4,0.080497526,0
LN-00020095,2022-Q1,0.14678043,0
LN-00020096,2023-Q4,0.061809905,0
LN-00020097,2023-Q1,0.060034156,0
LN-00020098,2024-Q2,0.06296985,0
LN-00020099,2021-Q2,0.3165823,0
LN-00020100,2023-Q4,0.09641497,0
LN-00020101,2022-Q1,0.781382,1
LN-00020102,2022-Q1,0.92625344,1
LN-00020103,2022-Q3,0.027559936,0
LN-00020104,2023-Q2,0.7330139,1
LN-00020105,2024-Q4,0.21108778,0
LN-00020106,2023-Q2,0.33435205,0
LN-00020107,2023-Q4,0.44673273,0
LN-00020108,2024-Q2,0.32256782,0
LN-00020109,2024-Q2,0.16121931,0
LN-00020110,2023-Q4,0.33193484,0
LN-00020111,2024-Q1,0.03576022,0
LN-00020112,2023-Q2,0.83812207,1
LN-00020113,2023-Q4,0.1932157,0
LN-00020114,2022-Q3,0.4443883,0
LN-00020115,2023-Q2,0.40083736,0
LN-00020116,2023-Q2,0.13931096,0
LN-00020117,2024-Q4,0.9856645,1
LN-00020118,2022-Q1,0.8089682,1
LN-00020119,2024-Q1,0.97048104,1
LN-00020120,2024-Q3,0.9729969,1
LN-00020121,2024-Q2,0.9308663,1
LN-00020122,2021-Q4,0.070741326,0
LN-00020123,2022-Q3,0.10927059,0
LN-00020124,2021-Q3,0.6600264,1
LN-00020125,2021-Q2,0.9897522,1
LN-00020126,2024-Q3,0.7353072,1
LN-00020127,2022-Q2,0.6595476,1
LN-00020128,2024-Q2,0.23674403,0
LN-00020129,2021-Q3,0.07548547,0
LN-00020130,2024-Q2,0.61503744,1
LN-00020131,2024-Q1,0.1200037,0
LN-00020132,2023-Q1,0.18593177,0
LN-00020133,2022-Q4,0.34787312,0
LN-00020134,2022-Q2,0.9231184,1
LN-00020135,2023-Q1,0.4336295,0
LN-00020136,2023-Q2,0.9963031,1
LN-00020137,2021-Q2,0.79963607,1
LN-00020138,2024-Q1,0.09772177,0
LN-00020139,2024-Q4,0.1803376,0
LN-00020140,2024-Q1,0.030993154,0
LN-00020141,2021-Q4,0.015948605,0
LN-00020142,2023-Q3,0.09506149,0
LN-00020143,2023-Q3,0.24680872,0
LN-00020144,2023-Q1,0.21123138,0
LN-00020145,2023-Q1,0.026390672,0
LN-00020146,2023-Q1,0.18235673,0
LN-00020147,2023-Q1,0.055175602,0
LN-00020148,2024-Q3,0.0261911,0
LN-00020149,2023-Q3,0.26144668,0
LN-00020150,2023-Q3,0.05349213,0
LN-00020151,2024-Q2,0.12420657,0
LN-00020152,2022-Q2,0.86093897,1
LN-00020153,2022-Q3,0.85586005,1
LN-00020154,2023-Q4,0.42376882,0
LN-00020155,2022-Q2,0.030417161,0
LN-00020156,2024-Q3,0.07402194,0
LN-00020157,2024-Q1,0.17278801,0
LN-00020158,2021-Q3,0.06491153,0
LN-00020159,2022-Q4,0.5576597,1
LN-00020160,2024-Q3,0.23140852,0
LN-00020161,2023-Q3,0.8424231,1
LN-00020162,2024-Q1,0.24065651,0
LN-00020163,2021-Q1,0.5020972,1
LN-00020164,2021-Q4,0.048949786,0
LN-00020165,2022-Q4,0.14107598,0
LN-00020166,2022-Q3,0.26149723,0
LN-00020167,2021-Q4,0.5614336,1
LN-00020168,2023-Q3,0.03381698,0
LN-00020169,2023-Q1,0.49019024,0
LN-00020170,2022-Q1,0.08387031,0
LN-00020171,2023-Q2,0.92838556,1
LN-00020172,2023-Q1,0.18121931,0
LN-00020173,2021-Q3,0.19686536,0
LN-00020174,2024-Q3,0.051397443,0
LN-00020175,2022-Q2,0.04287485,0
LN-00020176,2023-Q3,0.028044632,0
LN-00020177,2021-Q4,0.16420938,0
LN-00020178,2022-Q3,0.29223526,0
LN-00020179,2022-Q4,0.14042582,0
LN-00020180,2023-Q1,0.19367185,0
LN-00020181,2024-Q2,0.19390135,0
LN-00020182,2022-Q2,0.9569803,1
LN-00020183,2024-Q3,0.09842728,0
LN-00020184,2022-Q3,0.062984385,0
LN-00020185,2024-Q4,0.30682358,0
LN-00020186,2023-Q3,0.1098773,0
LN-00020187,2021-Q1,0.14902975,0
LN-00020188,2021-Q3,0.2031285,0
LN-00020189,2022-Q1,0.24954212,0
LN-00020190,2023-Q4,0.16671695,0
LN-00020191,2022-Q2,0.043850023,0
LN-00020192,2023-Q1,0.9913999,1
LN-00020193,2021-Q2,0.91316456,1
LN-00020194,2021-Q1,0.39194492,0
LN-00020195,2022-Q1,0.047882374,0
LN-00020196,2022-Q4,0.9265744,1
LN-00020197,2024-Q2,0.33366027,0
LN-00020198,2022-Q2,0.07949804,0
LN-00020199,2022-Q2,0.064235665,0
LN-00020200,2021-Q4,0.037158452,0
LN-00020201,2023-Q4,0.09480722,0
