loan_id,assessment_date,stage_2_probability,predicted_stage
LN-00018558,2024-Q2,0.94647235,1
LN-00018559,2023-Q4,0.10155232,0
LN-00018560,2022-Q3,0.61662805,1
LN-00018561,2021-Q2,0.5840559,1
LN-00018562,2022-Q3,0.15650947,0
LN-00018563,2023-Q2,0.4586059,0
LN-00018564,2024-Q1,0.16161942,0
LN-00018565,2023-Q3,0.94088525,1
LN-00018566,2023-Q2,0.12064283,0
LN-00018567,2022-Q2,0.04396189,0
LN-00018568,2023-Q4,0.12547845,0
LN-00018569,2022-Q2,0.7674374,1
LN-00018570,2022-Q1,0.9865556,1
LN-00018571,2024-Q4,0.9475257,1
LN-00018572,2022-Q3,0.24105822,0
LN-00018573,2022-Q1,0.011576206,0
LN-00018574,2024-Q4,0.42364192,0
LN-00018575,2023-Q1,0.27745754,0
LN-00018576,2023-Q3,0.7875386,1
LN-00018577,2022-Q1,0.061485015,0
LN-00018578,2024-Q1,0.49278927,0
LN-00018579,2024-Q3,0.25119624,0
LN-00018580,2024-Q2,0.077846386,0
LN-00018581,2024-Q3,0.9875886,1
LN-00018582,2023-Q4,0.7442495,1
LN-00018583,2021-Q1,0.029140659,0
LN-00018584,2022-Q3,0.099580646,0
LN-00018585,2023-Q4,0.15052219,0
LN-00018586,2023-Q3,0.28892893,0
LN-00018587,2024-Q4,0.42168015,0
LN-00018588,2023-Q4,0.858619,1
LN-00018589,2024-Q2,0.98299015,1
LN-00018590,2022-Q2,0.06458181,0
LN-00018591,2023-Q4,0.3844877,0
LN-00018592,2023-Q2,0.8488394,1
LN-00018593,2021-Q2,0.071917705,0
LN-00018594,2021-Q3,0.9071172,1
LN-00018595,2024-Q1,0.12141702,0
LN-00018596,2023-Q4,0.090838194,0
LN-00018597,2023-Q4,0.023449022,0
LN-00018598,2023-Q2,0.06525769,0
LN-00018599,2022-Q1,0.05415957,0
LN-00018600,2023-Q4,0.20336649,0
LN-00018601,2021-Q1,0.5370651,1
LN-00018602,2021-Q4,0.19086432,0
LN-00018603,2023-Q3,0.054211587,0
LN-00018604,2021-Q2,0.15799375,0
LN-00018605,2021-Q3,0.9771588,1
LN-00018606,2024-Q4,0.26248363,0
LN-00018607,2024-Q1,0.24890856,0
LN-00018608,2024-Q1,0.025436321,0
LN-00018609,2023-Q2,0.10065725,0
LN-00018610,2022-Q2,0.13069011,0
LN-00018611,2023-Q1,0.07648808,0
LN-00018612,2022-Q3,0.08967065,0
LN-00018613,2024-Q4,0.080720335,0
LN-00018614,2021-Q4,0.10620207,0
LN-00018615,2021-Q1,0.26665905,0
LN-00018616,2023-Q2,0.050831486,0
LN-00018617,2023-Q2,0.067728706,0
LN-00018618,2022-Q4,0.26002777,0
LN-00018619,2023-Q2,0.3134663,0
LN-00018620,2024-Q4,0.07259438,0
LN-00018621,2022-Q1,0.22482625,0
LN-00018622,2022-Q3,0.887882,1
LN-00018623,2022-Q1,0.38478732,0
LN-00018624,2024-Q2,0.08317315,0
LN-00018625,2022-Q4,0.03659329,0
LN-00018626,2021-Q4,0.24946593,0
LN-00018627,2022-Q3,0.03527043,0
LN-00018628,2023-Q3,0.15773776,0
LN-00018629,2023-Q2,0.2191915,0
LN-00018630,2022-Q4,0.011333084,0
LN-00018631,2022-Q2,0.8087128,1
LN-00018632,2021-Q1,0.8357542,1
LN-00018633,2024-Q4,0.36606672,0
LN-00018634,2021-Q2,0.95335597,1
LN-00018635,2022-Q4,0.12163374,0
LN-00018636,2023-Q2,0.061146807,0
LN-00018637,2023-Q4,0.52396125,1
LN-00018638,2022-Q3,0.049424864,0
LN-00018639,2023-Q3,0.05289744,0
LN-00018640,2021-Q3,0.7875558,1
LN-00018641,2022-Q4,0.050026927,0
LN-00018642,2024-Q2,0.58706695,1
LN-00018643,2024-Q1,0.05691226,0
LN-00018644,2021-Q2,0.16353285,0
LN-00018645,2024-Q1,0.20751886,0
LN-00018646,2024-Q4,0.6661789,1
LN-00018647,2024-Q2,0.0890794,0
LN-00018648,2022-Q3,0.8786851,1
LN-00018649,2023-Q2,0.7848845,1
LN-00018650,2021-Q2,0.11417914,0
LN-00018651,2021-Q3,0.36147803,0
LN-00018652,2021-Q1,0.84531605,1
LN-00018653,2021-Q1,0.2751727,0
LN-00018654,2022-Q3,0.117324345,0
LN-00018655,2021-Q2,0.86068994,1
LN-00018656,2023-Q1,0.51985365,1
LN-00018657,2023-Q4,0.74728256,1
LN-00018658,2022-Q2,0.0759639,0
LN-00018659,2022-Q4,0.96993744,1
LN-00018660,2022-Q2,0.1425532,0
LN-00018661,2023-Q4,0.98825115,1
LN-00018662,2023-Q1,0.06794235,0
LN-00018663,2024-Q1,0.13188784,0
LN-00018664,2024-Q2,0.4509889,0
LN-00018665,2024-Q3,0.6792689,1
LN-00018666,2023-Q1,0.08503234,0
LN-00018667,2024-Q2,0.8647209,1
LN-00018668,2023-Q1,0.15255174,0
LN-00018669,2024-Q2,0.64711374,1
LN-00018670,2023-Q1,0.15610011,0
LN-00018671,2023-Q1,0.060662974,0
LN-00018672,2024-Q2,0.92346036,1
LN-00018673,2021-Q2,0.20380138,0
LN-00018674,2022-Q2,0.08976906,0
LN-00018675,2023-Q4,0.68827164,1
LN-00018676,2023-Q1,0.64660215,1
LN-00018677,2023-Q4,0.9068476,1
LN-00018678,2022-Q3,0.2537309,0
LN-00018679,2023-Q2,0.10391537,0
LN-00018680,2023-Q3,0.22335802,0
LN-00018681,2024-Q2,0.05875382,0
LN-00018682,2024-Q3,0.022214312,0
LN-00018683,2023-Q3,0.43834832,0
LN-00018684,2024-Q2,0.17660084,0
LN-00018685,2024-Q2,0.9298753,1
LN-00018686,2021-Q1,0.12279014,0
LN-00018687,2023-Q3,0.077420734,0
LN-00018688,2024-Q2,0.06570364,0
LN-00018689,2022-Q2,0.1882498,0
LN-00018690,2022-Q4,0.07613043,0
LN-00018691,2024-Q1,0.96376425,1
LN-00018692,2022-Q3,0.08018822,0
LN-00018693,2023-Q4,0.55332667,1
LN-00018694,2022-Q3,0.9816529,1
LN-00018695,2023-Q1,0.38107628,0
LN-00018696,2024-Q2,0.27546147,0
LN-00018697,2024-Q4,0.96851325,1
LN-00018698,2021-Q3,0.09624847,0
LN-00018699,2022-Q4,0.44098142,0
LN-00018700,2022-Q3,0.98186344,1
LN-00018701,2022-Q1,0.10793502,0
LN-00018702,2024-Q4,0.9409308,1
LN-00018703,2021-Q1,0.026347645,0
LN-00018704,2022-Q4,0.06886097,0
LN-00018705,2023-Q1,0.19954303,0
LN-00018706,2024-Q1,0.35433754,0
LN-00018707,2024-Q3,0.4052882,0
LN-00018708,2022-Q4,0.121307895,0
LN-00018709,2022-Q3,0.76875234,1
LN-00018710,2021-Q3,0.18058014,0
LN-00018711,2024-Q3,0.54879016,1
LN-00018712,2024-Q3,0.34623146,0
LN-00018713,2024-Q2,0.64633536,1
LN-00018714,2023-Q2,0.21326773,0
LN-00018715,2021-Q2,0.628917,1
LN-00018716,2022-Q2,0.096035875,0
LN-00018717,2022-Q2,0.18653636,0
LN-00018718,2022-Q4,0.8449178,1
LN-00018719,2024-Q4,0.12546158,0
LN-00018720,2023-Q3,0.0592426,0
LN-00018721,2024-Q2,0.4602799,0
LN-00018722,2021-Q2,0.7810179,1
LN-00018723,2023-Q2,0.29941386,0
LN-00018724,2023-Q3,0.24056171,0
LN-00018725,2021-Q4,0.6474817,1
LN-00018726,2021-Q3,0.11398492,0
LN-00018727,2023-Q4,0.12551297,0
LN-00018728,2024-Q3,0.12398657,0
LN-00018729,2022-Q2,0.86964643,1
LN-00018730,2022-Q4,0.9922531,1
LN-00018731,2024-Q2,0.5060761,1
LN-00018732,2022-Q1,0.32346192,0
LN-00018733,2024-Q1,0.77796006,1
LN-00018734,2023-Q3,0.08270778,0
LN-00018735,2024-Q1,0.050077453,0
LN-00018736,2023-Q3,0.9968424,1
LN-00018737,2024-Q2,0.06346482,0
LN-00018738,2022-Q3,0.79377455,1
LN-00018739,2021-Q1,0.5246414,1
LN-00018740,2021-Q4,0.018715698,0
LN-00018741,2024-Q1,0.77769053,1
LN-00018742,2024-Q1,0.72239155,1
LN-00018743,2024-Q1,0.13280284,0
LN-00018744,2022-Q1,0.26924708,0
LN-00018745,2024-Q3,0.06207012,0
LN-00018746,2022-Q2,0.1809154,0
LN-00018747,2022-Q1,0.17119469,0
LN-00018748,2021-Q4,0.8333135,1
LN-00018749,2024-Q4,0.82881075,1
LN-00018750,2022-Q1,0.6747211,1
LN-00018751,2021-Q3,0.49399337,0
LN-00018752,2022-Q4,0.46198666,0
LN-00018753,2021-Q3,0.90800023,1
LN-00018754,2023-Q3,0.75678355,1
LN-00018755,2023-Q2,0.7229323,1
LN-00018756,2024-Q1,0.84100544,1
LN-00018757,2024-Q2,0.043108292,0
LN-00018758,2024-Q1,0.83725387,1
LN-00018759,2023-Q4,0.081743196,0
LN-00018760,2023-Q3,0.98548156,1
LN-00018761,2023-Q1,0.13598761,0
LN-00018762,2024-Q2,0.8684226,1
LN-00018763,2023-Q2,0.87523377,1
LN-00018764,2023-Q4,0.11062421,0
LN-00018765,2022-Q3,0.65080285,1
LN-00018766,2024-Q3,0.8788591,1
LN-00018767,2022-Q2,0.11058922,0
LN-00018768,2024-Q1,0.3375617,0
LN-00018769,2023-Q2,0.9895387,1
LN-00018770,2024-Q1,0.4462102,0
LN-00018771,2022-Q1,0.6224417,1
LN-00018772,2023-Q1,0.13275571,0
LN-00018773,2023-Q3,0.113938026,0
LN-00018774,2024-Q2,0.6703787,1
LN-00018775,2022-Q3,0.16533071,0
LN-00018776,2023-Q1,0.9641561,1
LN-00018777,2024-Q1,0.6108676,1
LN-00018778,2024-Q1,0.4596265,0
LN-00018779,2021-Q3,0.18013668,0
LN-00018780,2023-Q2,0.67935514,1
LN-00018781,2024-Q2,0.7750144,1
LN-00018782,2024-Q3,0.043495208,0
LN-00018783,2022-Q2,0.3154223,0
LN-00018784,2024-Q4,0.25790632,0
LN-00018785,2021-Q4,0.094538115,0
LN-00018786,2023-Q4,0.44198143,0
LN-00018787,2023-Q2,0.69543266,1
LN-00018788,2022-Q1,0.112788625,0
LN-00018789,2024-Q3,0.22148098,0
LN-00018790,2023-Q4,0.2836559,0
LN-00018791,2022-Q1,0.11922683,0
LN-00018792,2022-Q2,0.09090235,0
LN-00018793,2022-Q2,0.06392142,0
LN-00018794,2021-Q1,0.6033869,1
LN-00018795,2022-Q4,0.59626687,1
LN-00018796,2022-Q4,0.13187554,0
LN-00018797,2021-Q4,0.59083456,1
LN-00018798,2023-Q2,0.09456975,0
LN-00018799,2024-Q1,0.7853181,1
LN-00018800,2023-Q2,0.8995859,1
LN-00018801,2022-Q2,0.10585187,0
LN-00018802,2023-Q3,0.16689733,0
LN-00018803,2024-Q3,0.096570276,0
LN-00018804,2022-Q4,0.33983296,0
LN-00018805,2021-Q3,0.12968525,0
LN-00018806,2024-Q4,0.73577213,1
LN-00018807,2021-Q3,0.27114516,0
LN-00018808,2021-Q4,0.45622674,0
LN-00018809,2022-Q2,0.087803654,0
LN-00018810,2024-Q3,0.017479159,0
LN-00018811,2022-Q4,0.14951126,0
LN-00018812,2024-Q1,0.08722984,0
LN-00018813,2023-Q3,0.36968592,0
LN-00018814,2023-Q3,0.7411028,1
LN-00018815,2023-Q2,0.5470186,1
LN-00018816,2022-Q3,0.12513159,0
LN-00018817,2022-Q2,0.044001136,0
LN-00018818,2024-Q4,0.96004367,1
LN-00018819,2021-Q4,0.42148045,0
LN-00018820,2023-Q4,0.14992172,0
LN-00018821,2024-Q3,0.06781541,0
LN-00018822,2022-Q4,0.20904692,0
LN-00018823,2022-Q2,0.51878124,1
LN-00018824,2023-Q4,0.203447,0
LN-00018825,2023-Q1,0.06430374,0
LN-00018826,2022-Q1,0.18475723,0
LN-00018827,2022-Q1,0.63619554,1
LN-00018828,2021-Q3,0.12228306,0
LN-00018829,2021-Q2,0.55781144,1
LN-00018830,2022-Q4,0.2105013,0
LN-00018831,2024-Q3,0.47429645,0
LN-00018832,2021-Q4,0.6723654,1
LN-00018833,2023-Q1,0.10236645,0
LN-00018834,2022-Q4,0.9077518,1
LN-00018835,2022-Q3,0.040074095,0
LN-00018836,2022-Q2,0.055855688,0
LN-00018837,2022-Q2,0.8794012,1
LN-00018838,2024-Q2,0.01860146,0
LN-00018839,2023-Q3,0.1188822,0
LN-00018840,2024-Q3,0.16954152,0
LN-00018841,2024-Q3,0.17316319,0
LN-00018842,2021-Q2,0.37746727,0
LN-00018843,2022-Q3,0.6840613,1
LN-00018844,2022-Q3,0.58253294,1
LN-00018845,2022-Q3,0.333144,0
LN-00018846,2022-Q3,0.030062238,0
LN-00018847,2022-Q3,0.2118171,0
LN-00018848,2023-Q3,0.93612814,1
LN-00018849,2024-Q4,0.17659578,0
LN-00018850,2023-Q4,0.08880607,0
LN-00018851,2022-Q2,0.115025185,0
LN-00018852,2023-Q2,0.054215487,0
LN-00018853,2024-Q1,0.40135857,0
LN-00018854,2021-Q2,0.70848835,1
LN-00018855,2023-Q2,0.16172518,0
LN-00018856,2023-Q3,0.82805425,1
LN-00018857,2021-Q2,0.14687271,0
LN-00018858,2024-Q3,0.14473255,0
LN-00018859,2023-Q1,0.087599985,0
LN-00018860,2024-Q2,0.11693257,0
LN-00018861,2023-Q2,0.19673598,0
LN-00018862,2022-Q1,0.18454246,0
LN-00018863,2023-Q3,0.8610635,1
LN-00018864,2022-Q1,0.8325899,1
LN-00018865,2023-Q2,0.35343954,0
LN-00018866,2023-Q2,0.68761533,1
LN-00018867,2023-Q3,0.77958435,1
LN-00018868,2022-Q1,0.13642275,0
LN-00018869,2021-Q3,0.045020893,0
LN-00018870,2021-Q2,0.42011383,0
LN-00018871,2022-Q1,0.6261957,1
LN-00018872,2023-Q1,0.05145904,0
LN-00018873,2021-Q1,0.948243,1
LN-00018874,2024-Q2,0.06162807,0
LN-00018875,2024-Q2,0.05046534,0
LN-00018876,2024-Q1,0.22913304,0
LN-00018877,2023-Q2,0.13379924,0
LN-00018878,2024-Q2,0.27724698,0
LN-00018879,2023-Q1,0.22789082,0
LN-00018880,2023-Q2,0.09397729,0
LN-00018881,2024-Q4,0.24784397,0
LN-00018882,2024-Q2,0.52381545,1
LN-00018883,2023-Q1,0.94178635,1
LN-00018884,2021-Q3,0.90375745,1
LN-00018885,2023-Q3,0.18261102,0
LN-00018886,2024-Q1,0.07602123,0
LN-00018887,2021-Q3,0.78853405,1
LN-00018888,2021-Q4,0.31893608,0
LN-00018889,2023-Q1,0.47902668,0
LN-00018890,2021-Q4,0.3632149,0
LN-00018891,2023-Q4,0.46417883,0
LN-00018892,2024-Q2,0.11290413,0
LN-00018893,2022-Q1,0.07673191,0
LN-00018894,2022-Q3,0.9959187,1
LN-00018895,2022-Q1,0.2910933,0
LN-00018896,2024-Q2,0.18054815,0
LN-00018897,2024-Q4,0.26475087,0
LN-00018898,2021-Q3,0.1190483,0
LN-00018899,2023-Q2,0.8090314,1
LN-00018900,2022-Q4,0.052237995,0
LN-00018901,2023-Q1,0.54378486,1
LN-00018902,2022-Q4,0.8194653,1
LN-00018903,2023-Q1,0.8503818,1
LN-00018904,2023-Q3,0.078005925,0
LN-00018905,2021-Q4,0.4967168,0
LN-00018906,2023-Q2,0.12237846,0
LN-00018907,2024-Q2,0.059954792,0
LN-00018908,2024-Q4,0.4987524,0
LN-00018909,2024-Q4,0.9350363,1
LN-00018910,2022-Q1,0.10613676,0
LN-00018911,2024-Q3,0.72543484,1
LN-00018912,2023-Q3,0.94387066,1
LN-00018913,2022-Q3,0.6793017,1
LN-00018914,2024-Q3,0.18169555,0
LN-00018915,2022-Q2,0.14693733,0
LN-00018916,2024-Q1,0.14743724,0
LN-00018917,2022-Q2,0.54368645,1
LN-00018918,2023-Q3,0.90885127,1
LN-00018919,2023-Q3,0.06700171,0
LN-00018920,2023-Q4,0.97577083,1
LN-00018921,2022-Q2,0.08156261,0
LN-00018922,2024-Q1,0.6916908,1
LN-00018923,2023-Q1,0.5424601,1
LN-00018924,2022-Q2,0.52918607,1
LN-00018925,2023-Q4,0.3218692,0
LN-00018926,2022-Q4,0.2642192,0
LN-00018927,2021-Q2,0.03879101,0
LN-00018928,2023-Q3,0.9869845,1
LN-00018929,2021-Q1,0.97339964,1
LN-00018930,2022-Q2,0.10842798,0
LN-00018931,2023-Q4,0.39910808,0
LN-00018932,2023-Q4,0.034586973,0
LN-00018933,2023-Q3,0.05129967,0
LN-00018934,2021-Q2,0.14012025,0
LN-00018935,2022-Q1,0.1784447,0
LN-00018936,2022-Q4,0.65932256,1
LN-00018937,2023-Q4,0.9921665,1
LN-00018938,2024-Q3,0.51054174,1
LN-00018939,2024-Q4,0.15968278,0
LN-00018940,2022-Q1,0.26075876,0
LN-00018941,2021-Q3,0.65594053,1
LN-00018942,2022-Q1,0.40308526,0
LN-00018943,2024-Q3,0.7439391,1
LN-00018944,2021-Q4,0.6293376,1
LN-00018945,2022-Q2,0.06546585,0
LN-00018946,2022-Q1,0.027474824,0
LN-00018947,2023-Q3,0.633341,1
LN-00018948,2024-Q4,0.86245906,1
LN-00018949,2022-Q4,0.0614274,0
LN-00018950,2023-Q2,0.6558026,1
LN-00018951,2023-Q1,0.8597179,1
LN-00018952,2023-Q4,0.08698501,0
LN-00018953,2021-Q4,0.934238,1
LN-00018954,2022-Q1,0.22505403,0
LN-00018955,2024-Q1,0.18756156,0
LN-00018956,2022-Q2,0.08533922,0
LN-00018957,2023-Q2,0.122197986,0
LN-00018958,2024-Q2,0.4906307,0
LN-00018959,2024-Q4,0.07344062,0
LN-00018960,2024-Q3,0.17348117,0
LN-00018961,2022-Q4,0.36664298,0
LN-00018962,2023-Q3,0.09340202,0
LN-00018963,2023-Q3,0.05569755,0
LN-00018964,2022-Q3,0.12666397,0
LN-00018965,2024-Q2,0.08733401,0
LN-00018966,2022-Q4,0.92834973,1
LN-00018967,2023-Q2,0.31703246,0
LN-00018968,2023-Q4,0.49442282,0
LN-00018969,2023-Q2,0.76406366,1
LN-00018970,2023-Q4,0.2680521,0
LN-00018971,2023-Q2,0.06983164,0
LN-00018972,2022-Q2,0.055475973,0
LN-00018973,2023-Q1,0.630681,1
LN-00018974,2023-Q2,0.59753877,1
LN-00018975,2022-Q3,0.105202995,0
LN-00018976,2023-Q4,0.6599499,1
LN-00018977,2022-Q1,0.57923037,1
LN-00018978,2021-Q1,0.12356942,0
LN-00018979,2022-Q3,0.54778355,1
LN-00018980,2024-Q2,0.87759715,1
LN-00018981,2023-Q3,0.32146358,0
LN-00018982,2024-Q3,0.015485114,0
LN-00018983,2023-Q4,0.5154065,1
LN-00018984,2021-Q1,0.90427107,1
LN-00018985,2023-Q3,0.43090484,0
LN-00018986,2023-Q2,0.4973932,0
LN-00018987,2023-Q4,0.4067692,0
LN-00018988,2022-Q3,0.84633625,1
LN-00018989,2022-Q3,0.23939069,0
LN-00018990,2024-Q3,0.8736224,1
LN-00018991,2021-Q3,0.8437388,1
LN-00018992,2023-Q4,0.9904907,1
LN-00018993,2022-Q3,0.89430237,1
LN-00018994,2023-Q2,0.061103065,0
LN-00018995,2022-Q2,0.8821042,1
LN-00018996,2021-Q2,0.78620106,1
LN-00018997,2021-Q4,0.17836745,0
LN-00018998,2024-Q2,0.054241877,0
LN-00018999,2021-Q4,0.1677752,0
LN-00019000,2021-Q3,0.7206984,1
LN-00019001,2022-Q2,0.30139673,0
LN-00019002,2023-Q3,0.031019876,0
LN-00019003,2023-Q3,0.99167097,1
LN-00019004,2023-Q3,0.07934909,0
LN-00019005,2022-Q1,0.57411665,1
LN-00019006,2021-Q3,0.90396684,1
LN-00019007,2022-Q1,0.5394377,1
LN-00019008,2024-Q3,0.9490088,1
LN-00019009,2023-Q1,0.8833104,1
LN-00019010,2024-Q2,0.8456993,1
LN-00019011,2022-Q1,0.50719976,1
LN-00019012,2023-Q3,0.33304644,0
LN-00019013,2024-Q2,0.065893196,0
LN-00019014,2024-Q1,0.16870314,0
LN-00019015,2023-Q1,0.60996383,1
LN-00019016,2024-Q1,0.80202854,1
LN-00019017,2023-Q3,0.2571181,0
LN-00019018,2023-Q2,0.57852185,1
LN-00019019,2022-Q3,0.21550687,0
LN-00019020,2022-Q1,0.045348268,0
LN-00019021,2024-Q3,0.5282841,1
LN-00019022,2021-Q2,0.3658441,0
LN-00019023,2024-Q1,0.20073935,0
LN-00019024,2023-Q4,0.23037657,0
LN-00019025,2023-Q4,0.015696,0
LN-00019026,2023-Q3,0.09689456,0
LN-00019027,2023-Q4,0.5519539,1
LN-00019028,2022-Q1,0.5778567,1
LN-00019029,2022-Q3,0.29563797,0
LN-00019030,2021-Q1,0.65914047,1
LN-00019031,2023-Q2,0.9686226,1
LN-00019032,2023-Q2,0.96128,1
LN-00019033,2022-Q1,0.25708467,0
LN-00019034,2022-Q4,0.41965717,0
LN-00019035,2022-Q1,0.31897363,0
LN-00019036,2021-Q3,0.92918503,1
LN-00019037,2022-Q2,0.21812342,0
LN-00019038,2022-Q2,0.14401384,0
LN-00019039,2023-Q4,0.77958953,1
LN-00019040,2022-Q4,0.9879088,1
LN-00019041,2022-Q4,0.513479,1
LN-00019042,2024-Q1,0.30713296,0
LN-00019043,2023-Q1,0.13295464,0
LN-00019044,2023-Q3,0.17139645,0
LN-00019045,2024-Q3,0.05072047,0
LN-00019046,2023-Q1,0.8381677,1
LN-00019047,2022-Q2,0.18888645,0
LN-00019048,2022-Q3,0.6963297,1
LN-00019049,2022-Q3,0.30239516,0
LN-00019050,2021-Q2,0.8357846,1
LN-00019051,2023-Q2,0.64940923,1
LN-00019052,2024-Q2,0.18607841,0
LN-00019053,2023-Q4,0.87159973,1
LN-00019054,2022-Q3,0.82382476,1
LN-00019055,2022-Q4,0.18629763,0
LN-00019056,2023-Q1,0.109655604,0
LN-00019057,2022-Q3,0.040885925,0
LN-00019058,2023-Q2,0.8056466,1
LN-00019059,2022-Q3,0.584318,1
LN-00019060,2023-Q4,0.07611534,0
LN-00019061,2024-Q4,0.5216386,1
LN-00019062,2021-Q4,0.55254346,1
LN-00019063,2022-Q3,0.12285264,0
LN-00019064,2023-Q3,0.10813855,0
LN-00019065,2023-Q1,0.94847536,1
LN-00019066,2021-Q1,0.118694186,0
LN-00019067,2024-Q1,0.6885542,1
LN-00019068,2021-Q2,0.32922998,0
LN-00019069,2022-Q2,0.084774114,0
LN-00019070,2023-Q1,0.85545856,1
LN-00019071,2024-Q2,0.36112994,0
LN-00019072,2022-Q4,0.42150027,0
LN-00019073,2022-Q4,0.13425596,0
LN-00019074,2022-Q4,0.11061286,0
LN-00019075,2021-Q4,0.058871344,0
LN-00019076,2022-Q3,0.84580463,1
LN-00019077,2022-Q2,0.41538006,0
LN-00019078,2023-Q4,0.25468537,0
LN-00019079,2023-Q4,0.07624988,0
LN-00019080,2023-Q4,0.37854114,0
LN-00019081,2023-Q3,0.038814336,0
LN-00019082,2024-Q4,0.23916978,0
LN-00019083,2023-Q3,0.08841894,0
LN-00019084,2024-Q4,0.99233365,1
LN-00019085,2024-Q4,0.10202962,0
LN-00019086,2022-Q1,0.13693587,0
LN-00019087,2024-Q1,0.051787883,0
LN-00019088,2023-Q1,0.7231206,1
LN-00019089,2022-Q1,0.33212408,0
LN-00019090,2023-Q3,0.020824179,0
LN-00019091,2021-Q2,0.06685897,0
LN-00019092,2023-Q2,0.92663294,1
LN-00019093,2024-Q2,0.8114503,1
LN-00019094,2022-Q1,0.047842357,0
LN-00019095,2023-Q3,0.0832264,0
LN-00019096,2022-Q3,0.041082446,0
LN-00019097,2023-Q3,0.76304257,1
LN-00019098,2022-Q1,0.17163521,0
LN-00019099,2024-Q2,0.88503575,1
LN-00019100,2024-Q4,0.5746392,1
LN-00019101,2023-Q3,0.7357727,1
LN-00019102,2023-Q2,0.3447137,0
LN-00019103,2021-Q4,0.49021447,0
LN-00019104,2021-Q3,0.1252712,0
LN-00019105,2022-Q1,0.16602632,0
LN-00019106,2022-Q2,0.027387777,0
LN-00019107,2023-Q1,0.10085838,0
LN-00019108,2024-Q2,0.38950837,0
LN-00019109,2023-Q3,0.43469676,0
LN-00019110,2024-Q4,0.1168363,0
LN-00019111,2024-Q4,0.034297604,0
LN-00019112,2022-Q1,0.5672969,1
LN-00019113,2024-Q3,0.25961277,0
LN-00019114,2022-Q1,0.21511497,0
LN-00019115,2023-Q2,0.6644835,1
LN-00019116,2021-Q2,0.31779432,0
LN-00019117,2021-Q2,0.114889726,0
LN-00019118,2024-Q3,0.09629921,0
LN-00019119,2024-Q2,0.54469365,1
LN-00019120,2023-Q4,0.9920089,1
LN-00019121,2021-Q3,0.0930799,0
LN-00019122,2023-Q3,0.65167004,1
LN-00019123,2024-Q2,0.31060416,0
LN-00019124,2023-Q4,0.96274334,1
LN-00019125,2022-Q2,0.70698637,1
LN-00019126,2023-Q2,0.093768544,0
LN-00019127,2021-Q3,0.23142989,0
LN-00019128,2024-Q3,0.20528893,0
LN-00019129,2024-Q3,0.97708523,1
LN-00019130,2022-Q4,0.34475183,0
LN-00019131,2023-Q4,0.33306798,0
LN-00019132,2021-Q1,0.17911427,0
LN-00019133,2024-Q3,0.77276766,1
LN-00019134,2024-Q1,0.4168492,0
LN-00019135,2024-Q3,0.76901376,1
LN-00019136,2023-Q3,0.1017473,0
LN-00019137,2022-Q4,0.16388279,0
LN-00019138,2022-Q2,0.035143405,0
LN-00019139,2024-Q4,0.79840845,1
LN-00019140,2024-Q1,0.50501806,1
LN-00019141,2023-Q4,0.4265057,0
LN-00019142,2024-Q2,0.12472318,0
LN-00019143,2024-Q1,0.84098727,1
LN-00019144,2024-Q2,0.85448515,1
LN-00019145,2023-Q1,0.10201004,0
LN-00019146,2021-Q2,0.12971112,0
LN-00019147,2021-Q4,0.18392414,0
LN-00019148,2023-Q2,0.38916844,0
LN-00019149,2024-Q2,0.13941379,0
LN-00019150,2022-Q4,0.12023865,0
LN-00019151,2021-Q1,0.080092505,0
LN-00019152,2024-Q1,0.8783004,1
LN-00019153,2022-Q4,0.1826282,0
LN-00019154,2023-Q2,0.4114498,0
LN-00019155,2023-Q3,0.7065603,1
LN-00019156,2022-Q1,0.061603248,0
LN-00019157,2024-Q1,0.89408904,1
LN-00019158,2024-Q3,0.09468757,0
LN-00019159,2024-Q2,0.99523675,1
LN-00019160,2022-Q2,0.4887786,0
LN-00019161,2024-Q2,0.3159239,0
LN-00019162,2022-Q4,0.4581151,0
LN-00019163,2024-Q3,0.857009,1
LN-00019164,2022-Q2,0.095539145,0
LN-00019165,2024-Q4,0.039968804,0
LN-00019166,2021-Q4,0.09402535,0
LN-00019167,2024-Q3,0.48184785,0
LN-00019168,2022-Q2,0.121017516,0
LN-00019169,2024-Q1,0.36343446,0
LN-00019170,2023-Q3,0.043914836,0
LN-00019171,2022-Q4,0.103133164,0
LN-00019172,2022-Q2,0.28343394,0
LN-00019173,2021-Q2,0.6763198,1
LN-00019174,2021-Q4,0.36633664,0
LN-00019175,2021-Q1,0.95952,1
LN-00019176,2021-Q1,0.027414408,0
LN-00019177,2024-Q3,0.47807577,0
LN-00019178,2021-Q2,0.36019707,0
LN-00019179,2023-Q1,0.5027731,1
LN-00019180,2022-Q1,0.25435355,0
LN-00019181,2024-Q1,0.2194209,0
LN-00019182,2021-Q3,0.10325884,0
LN-00019183,2021-Q2,0.9756469,1
LN-00019184,2022-Q4,0.72171265,1
LN-00019185,2022-Q4,0.11616012,0
LN-00019186,2023-Q2,0.96308917,1
LN-00019187,2022-Q3,0.5427766,1
LN-00019188,2021-Q1,0.032864936,0
LN-00019189,2024-Q2,0.6944259,1
LN-00019190,2021-Q2,0.12795451,0
LN-00019191,2024-Q4,0.58718383,1
LN-00019192,2022-Q4,0.054958686,0
